sheet,row,row_indent_col,full_name,status,ziel,unit,d_ref,ref_status,ref_ziel
4. Verbrauch,156,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil Elektrotraktion an GVk-Leistung,18.555220450955044,84,% v.[160] + [166],1.936,4. Verbrauch!L156,4. Verbrauch!M156
4. Verbrauch,157,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil Elektrotraktion an Endverbr. GVk,7.309805499327357,66.92128278900917,% v.[161] +[167],1.945,4. Verbrauch!L157,4. Verbrauch!M157
4. Verbrauch,158,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil Elektrotraktion an Endverbr. GVk / Nutzungsgrad Elektrotraktion (NG e),78,78,%,1.954,4. Verbrauch!L158,4. Verbrauch!M158
4. Verbrauch,159,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil Elektrotraktion an Endverbr. GVk / Anteil NE Elektrotrakt.an Endverbr. GVk,5.701648289475338,52.19860057542715,% v.[161] +[167],,4. Verbrauch!L159,4. Verbrauch!M159
4. Verbrauch,160,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil NE Elektrotrakt.an NE ges.GVk,18.555220450955044,83.99077392830533,% v.[154] | [155],,4. Verbrauch!L160,4. Verbrauch!M160
4. Verbrauch,161,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil NE Elektrotrakt.an NE ges.GVk / Stromverbrauch GVk,15223.383999493406,68909.11413878783,GWh/a,,4. Verbrauch!L161,4. Verbrauch!M161
4. Verbrauch,162,,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil NE Elektrotrakt.an NE ges.GVk / Stromverbrauch GVk,,,,,4. Verbrauch!L162,4. Verbrauch!M162
4. Verbrauch,163,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil Verbrenn.-Trakt.an Endverbr.GVk,92.69019450067265,33.07871721099083,% v.[161] +[167],,4. Verbrauch!L163,4. Verbrauch!M163
4. Verbrauch,164,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil Verbrenn.-Trakt.an Endverbr.GVk / Nutzungsgrad Verbrenn.-Traktion (NG k),27,30.078000000000003,%,1.961,4. Verbrauch!L164,4. Verbrauch!M164
4. Verbrauch,165,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil Verbrenn.-Trakt.an Endverbr.GVk / Anteil NE Verbrenn-Trakt.an Endverbr.GVk,25.026352515181618,9.949416562721824,% v.[161] +[167],,4. Verbrauch!L165,4. Verbrauch!M165
4. Verbrauch,166,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil NE Verbrenn.Trakt.an NE ges.GVk,81.44477954904495,16.00922607169467,% v.[154] | [155],,4. Verbrauch!L166,4. Verbrauch!M166
4. Verbrauch,167,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Anteil NE Verbrenn.Trakt.an NE ges.GVk / Kohlenwasserstoff-Verbr.(gasf.) GVk,193036.38434720546,34061.28820099684,GWh/a,,4. Verbrauch!L167,4. Verbrauch!M167
